,Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
11967,11967,Kristi Mclaughlin,F,10th,Webb High School,73,64,6,District,3074,1942768
11968,11968,Jessica Espinoza,F,10th,Webb High School,74,68,6,District,3074,1942768
11969,11969,Joanna Cole,F,11th,Webb High School,85,92,6,District,3074,1942768
11970,11970,John Cooper,M,9th,Webb High School,55,92,6,District,3074,1942768
11971,11971,Rhonda Simon,F,11th,Webb High School,56,65,6,District,3074,1942768
11972,11972,Robert Russell,M,9th,Webb High School,67,66,6,District,3074,1942768
11973,11973,Debbie George,F,12th,Webb High School,94,71,6,District,3074,1942768
11974,11974,Nancy Spencer,F,9th,Webb High School,94,78,6,District,3074,1942768
11975,11975,Julie Brown,F,12th,Webb High School,78,64,6,District,3074,1942768
11976,11976,Gregory Zhang,M,10th,Webb High School,82,76,6,District,3074,1942768
11977,11977,John Jones,M,11th,Webb High School,62,99,6,District,3074,1942768
11978,11978,Andrew Peterson,M,11th,Webb High School,70,65,6,District,3074,1942768
11979,11979,Victor Gonzales,M,10th,Webb High School,95,75,6,District,3074,1942768
11980,11980,Jennifer Hawkins,F,10th,Webb High School,71,87,6,District,3074,1942768
11981,11981,Amanda Hartman,F,10th,Webb High School,58,78,6,District,3074,1942768
11982,11982,Maria Murray,F,9th,Webb High School,96,89,6,District,3074,1942768
11983,11983,Alejandro Hendrix,M,9th,Webb High School,64,83,6,District,3074,1942768
11984,11984,Danielle Bradley,F,9th,Webb High School,87,67,6,District,3074,1942768
11985,11985,Anthony May,M,12th,Webb High School,60,94,6,District,3074,1942768
11986,11986,Stephanie Palmer,F,9th,Webb High School,83,93,6,District,3074,1942768
11987,11987,Christopher Myers,M,12th,Webb High School,86,88,6,District,3074,1942768
11988,11988,Angela Duran,F,11th,Webb High School,69,95,6,District,3074,1942768
11989,11989,Tina Williams,F,9th,Webb High School,67,70,6,District,3074,1942768
11990,11990,Christopher Carter,M,11th,Webb High School,80,80,6,District,3074,1942768
11991,11991,Alexander Pace,M,10th,Webb High School,59,79,6,District,3074,1942768
11992,11992,Nicole Cummings,F,9th,Webb High School,86,68,6,District,3074,1942768
11993,11993,Robyn Lewis,F,11th,Webb High School,85,64,6,District,3074,1942768
11994,11994,Darryl Edwards,M,12th,Webb High School,63,74,6,District,3074,1942768
11995,11995,Philip Miller,M,9th,Webb High School,65,84,6,District,3074,1942768
11996,11996,Tonya Johnson,F,10th,Webb High School,85,99,6,District,3074,1942768
11997,11997,Janice Leach,F,9th,Webb High School,68,73,6,District,3074,1942768
11998,11998,Stacy Joseph,F,11th,Webb High School,98,88,6,District,3074,1942768
11999,11999,Daniel Tran,M,10th,Webb High School,62,89,6,District,3074,1942768
12000,12000,Mr. Michael Mccoy,M,9th,Webb High School,95,69,6,District,3074,1942768
12001,12001,Melanie Moyer,F,10th,Webb High School,86,93,6,District,3074,1942768
12002,12002,Sarah Lopez,F,10th,Webb High School,87,96,6,District,3074,1942768
12003,12003,Christian Riggs,M,9th,Webb High School,79,93,6,District,3074,1942768
12004,12004,Jennifer Walker,F,11th,Webb High School,58,64,6,District,3074,1942768
12005,12005,Bradley Brooks,M,9th,Webb High School,63,78,6,District,3074,1942768
12006,12006,Emily Flynn,F,12th,Webb High School,94,78,6,District,3074,1942768
12007,12007,Rachel Warren,F,10th,Webb High School,90,78,6,District,3074,1942768
12008,12008,Mary Cross,F,9th,Webb High School,76,93,6,District,3074,1942768
12009,12009,Jeremy Daniels,M,9th,Webb High School,59,85,6,District,3074,1942768
12010,12010,Kristen Rhodes,F,9th,Webb High School,90,94,6,District,3074,1942768
12011,12011,Calvin Roberts,M,9th,Webb High School,88,68,6,District,3074,1942768
12012,12012,Nicholas Heath,M,9th,Webb High School,55,95,6,District,3074,1942768
12013,12013,Karen Hines,F,11th,Webb High School,79,83,6,District,3074,1942768
12014,12014,Michael Chang,M,9th,Webb High School,61,65,6,District,3074,1942768
12015,12015,Richard Garrett,M,11th,Webb High School,97,93,6,District,3074,1942768
12016,12016,Elizabeth Olson,F,10th,Webb High School,81,79,6,District,3074,1942768
12017,12017,James Green,M,9th,Webb High School,73,66,6,District,3074,1942768
12018,12018,Michael Williams,M,10th,Webb High School,83,97,6,District,3074,1942768
12019,12019,Steven Larsen,M,12th,Webb High School,68,81,6,District,3074,1942768
12020,12020,Mr. Thomas Montgomery,M,9th,Webb High School,78,78,6,District,3074,1942768
12021,12021,Nancy Fisher,F,10th,Webb High School,88,95,6,District,3074,1942768
12022,12022,Alexander Thompson,M,12th,Webb High School,88,65,6,District,3074,1942768
12023,12023,Jacqueline Williams,F,12th,Webb High School,97,87,6,District,3074,1942768
12024,12024,John Miller,M,12th,Webb High School,65,80,6,District,3074,1942768
12025,12025,Debra Schmidt,F,9th,Webb High School,59,94,6,District,3074,1942768
12026,12026,Mr. David Lopez III,M,12th,Webb High School,65,82,6,District,3074,1942768
12027,12027,Kenneth Mack,M,12th,Webb High School,94,74,6,District,3074,1942768
12028,12028,Carrie Fuller,F,11th,Webb High School,78,72,6,District,3074,1942768
12029,12029,Ashley Thomas,F,9th,Webb High School,56,90,6,District,3074,1942768
12030,12030,Mary Bailey,F,12th,Webb High School,80,94,6,District,3074,1942768
12031,12031,Gina Green,F,10th,Webb High School,74,88,6,District,3074,1942768
12032,12032,Nathan Chavez,M,10th,Webb High School,92,77,6,District,3074,1942768
12033,12033,Kelli Peterson,F,9th,Webb High School,88,84,6,District,3074,1942768
12034,12034,Scott Williams,M,10th,Webb High School,64,89,6,District,3074,1942768
12035,12035,Michelle Brown,F,12th,Webb High School,85,88,6,District,3074,1942768
12036,12036,Pamela Martin,F,12th,Webb High School,67,97,6,District,3074,1942768
12037,12037,Jamie Vargas,F,9th,Webb High School,89,76,6,District,3074,1942768
12038,12038,Richard Smith,M,9th,Webb High School,63,68,6,District,3074,1942768
12039,12039,Jason Hughes,M,10th,Webb High School,83,67,6,District,3074,1942768
12040,12040,Jeffery Fleming,M,12th,Webb High School,76,74,6,District,3074,1942768
12041,12041,Tyler Jones,M,11th,Webb High School,93,66,6,District,3074,1942768
12042,12042,Heather Washington,F,9th,Webb High School,75,89,6,District,3074,1942768
12043,12043,Dr. Jessica Davidson,F,11th,Webb High School,92,72,6,District,3074,1942768
12044,12044,Ana Martin,F,11th,Webb High School,70,70,6,District,3074,1942768
12045,12045,Robert Gregory,M,10th,Webb High School,61,94,6,District,3074,1942768
12046,12046,Austin Leon,M,10th,Webb High School,78,74,6,District,3074,1942768
12047,12047,Billy Moore,M,9th,Webb High School,76,81,6,District,3074,1942768
12048,12048,David Miranda,M,9th,Webb High School,68,96,6,District,3074,1942768
12049,12049,Darren Hendricks,M,10th,Webb High School,79,81,6,District,3074,1942768
12050,12050,Laura Roman,F,9th,Webb High School,73,64,6,District,3074,1942768
12051,12051,Jason Kim,M,11th,Webb High School,89,78,6,District,3074,1942768
12052,12052,Cory Wiggins,M,10th,Webb High School,55,86,6,District,3074,1942768
12053,12053,Marilyn Brown,F,11th,Webb High School,92,68,6,District,3074,1942768
12054,12054,Sabrina May,F,12th,Webb High School,71,88,6,District,3074,1942768
12055,12055,John Perry,M,10th,Webb High School,86,75,6,District,3074,1942768
12056,12056,Patrick Rose,M,9th,Webb High School,86,91,6,District,3074,1942768
12057,12057,John Foster,M,10th,Webb High School,81,95,6,District,3074,1942768
12058,12058,Joshua Harmon,M,9th,Webb High School,69,83,6,District,3074,1942768
12059,12059,Lindsey Burns,F,9th,Webb High School,61,64,6,District,3074,1942768
12060,12060,Melissa Medina,F,10th,Webb High School,79,94,6,District,3074,1942768
12061,12061,Rebecca Christensen,F,11th,Webb High School,93,73,6,District,3074,1942768
12062,12062,Kayla Brown,F,12th,Webb High School,91,94,6,District,3074,1942768
12063,12063,Diana Carlson,F,10th,Webb High School,58,70,6,District,3074,1942768
12064,12064,Theresa Clay,F,11th,Webb High School,55,94,6,District,3074,1942768
12065,12065,Jeremiah Smith,M,11th,Webb High School,89,78,6,District,3074,1942768
12066,12066,Kimberly Acevedo,F,10th,Webb High School,70,65,6,District,3074,1942768
12067,12067,Donna Orr,F,9th,Webb High School,61,95,6,District,3074,1942768
12068,12068,Alejandra Hughes,F,9th,Webb High School,67,71,6,District,3074,1942768
12069,12069,Mary White,F,11th,Webb High School,86,75,6,District,3074,1942768
12070,12070,Garrett Miller,M,11th,Webb High School,75,84,6,District,3074,1942768
12071,12071,Tina Harris,F,9th,Webb High School,67,82,6,District,3074,1942768
12072,12072,Virginia Barrett,F,11th,Webb High School,98,85,6,District,3074,1942768
12073,12073,Jorge Graham,M,10th,Webb High School,80,88,6,District,3074,1942768
12074,12074,Sara Mayo,F,10th,Webb High School,80,76,6,District,3074,1942768
12075,12075,Sydney Shelton,F,9th,Webb High School,73,76,6,District,3074,1942768
12076,12076,Rachel Williams,F,10th,Webb High School,59,84,6,District,3074,1942768
12077,12077,Michael Fuller,M,12th,Webb High School,81,83,6,District,3074,1942768
12078,12078,Jennifer Haynes,F,9th,Webb High School,84,89,6,District,3074,1942768
12079,12079,Martin Bray,M,12th,Webb High School,85,67,6,District,3074,1942768
12080,12080,Marc Levine,M,10th,Webb High School,63,76,6,District,3074,1942768
12081,12081,Jody Smith DVM,F,10th,Webb High School,55,91,6,District,3074,1942768
12082,12082,Jeffery Lewis,M,11th,Webb High School,56,88,6,District,3074,1942768
12083,12083,Mr. Sean Ford II,M,10th,Webb High School,55,87,6,District,3074,1942768
12084,12084,Mrs. Lori Ortiz,F,9th,Webb High School,85,76,6,District,3074,1942768
12085,12085,Thomas Moran,M,12th,Webb High School,87,99,6,District,3074,1942768
12086,12086,Bryan Medina DDS,M,9th,Webb High School,64,66,6,District,3074,1942768
12087,12087,Thomas Smith,M,9th,Webb High School,99,76,6,District,3074,1942768
12088,12088,Randy Meza,M,9th,Webb High School,58,64,6,District,3074,1942768
12089,12089,Misty Hamilton,F,10th,Webb High School,83,65,6,District,3074,1942768
12090,12090,Erik Castillo,M,12th,Webb High School,56,70,6,District,3074,1942768
12091,12091,Rhonda Martinez,F,9th,Webb High School,64,89,6,District,3074,1942768
12092,12092,Jack Hayes,M,10th,Webb High School,80,76,6,District,3074,1942768
12093,12093,Alexis Giles,F,11th,Webb High School,98,85,6,District,3074,1942768
12094,12094,Jason Peterson,M,10th,Webb High School,67,68,6,District,3074,1942768
12095,12095,Larry West,M,11th,Webb High School,69,70,6,District,3074,1942768
12096,12096,Patricia Reed,F,9th,Webb High School,79,69,6,District,3074,1942768
12097,12097,Christian Hernandez,M,9th,Webb High School,59,80,6,District,3074,1942768
12098,12098,Ashley Key,F,12th,Webb High School,82,94,6,District,3074,1942768
12099,12099,Hannah Barrett,F,10th,Webb High School,78,92,6,District,3074,1942768
12100,12100,Eugene Hodge,M,11th,Webb High School,64,79,6,District,3074,1942768
12101,12101,Michael Carpenter,M,10th,Webb High School,80,67,6,District,3074,1942768
12102,12102,Darryl Wilson,M,10th,Webb High School,78,89,6,District,3074,1942768
12103,12103,Stephanie Dorsey,F,10th,Webb High School,89,84,6,District,3074,1942768
12104,12104,Donna Martin,F,11th,Webb High School,64,70,6,District,3074,1942768
12105,12105,Kathy Berry,F,12th,Webb High School,78,78,6,District,3074,1942768
12106,12106,Lisa Meza,F,9th,Webb High School,74,77,6,District,3074,1942768
12107,12107,Alexis Harris,M,10th,Webb High School,73,97,6,District,3074,1942768
12108,12108,Megan Houston,F,10th,Webb High School,59,85,6,District,3074,1942768
12109,12109,Hunter Garner,M,10th,Webb High School,62,65,6,District,3074,1942768
12110,12110,Tammy Boone,F,11th,Webb High School,78,64,6,District,3074,1942768
12111,12111,Mr. Joshua Weaver,M,12th,Webb High School,69,87,6,District,3074,1942768
12112,12112,Daniel Gutierrez,M,11th,Webb High School,58,96,6,District,3074,1942768
12113,12113,Christopher Blackwell,M,11th,Webb High School,61,81,6,District,3074,1942768
12114,12114,Taylor Dixon,F,10th,Webb High School,73,91,6,District,3074,1942768
12115,12115,John Roberts,M,9th,Webb High School,98,86,6,District,3074,1942768
12116,12116,Taylor Mason,F,9th,Webb High School,86,73,6,District,3074,1942768
12117,12117,Linda Johnson,F,11th,Webb High School,95,72,6,District,3074,1942768
12118,12118,Keith Francis,M,9th,Webb High School,77,77,6,District,3074,1942768
12119,12119,Marisa Henderson,F,10th,Webb High School,79,98,6,District,3074,1942768
12120,12120,Andrew Rodriguez,M,11th,Webb High School,76,68,6,District,3074,1942768
12121,12121,Aaron Gardner,M,12th,Webb High School,90,88,6,District,3074,1942768
12122,12122,Renee Thompson,F,12th,Webb High School,93,91,6,District,3074,1942768
12123,12123,Fernando Mcdowell,M,9th,Webb High School,93,81,6,District,3074,1942768
12124,12124,Rodney Nelson,M,9th,Webb High School,68,87,6,District,3074,1942768
12125,12125,Valerie Wilson,F,11th,Webb High School,95,76,6,District,3074,1942768
12126,12126,Kristin Valentine,F,9th,Webb High School,66,73,6,District,3074,1942768
12127,12127,Virginia Richardson,F,9th,Webb High School,66,90,6,District,3074,1942768
12128,12128,Danielle Mccarty,F,9th,Webb High School,65,65,6,District,3074,1942768
12129,12129,Dustin Drake,M,11th,Webb High School,82,94,6,District,3074,1942768
12130,12130,Benjamin Meyers,M,12th,Webb High School,92,76,6,District,3074,1942768
12131,12131,David Gilbert,M,12th,Webb High School,65,90,6,District,3074,1942768
12132,12132,Phyllis Fisher,F,12th,Webb High School,72,64,6,District,3074,1942768
12133,12133,Linda Chen,F,10th,Webb High School,91,95,6,District,3074,1942768
12134,12134,Aaron Jackson,M,11th,Webb High School,96,69,6,District,3074,1942768
12135,12135,Beverly Mills,F,10th,Webb High School,98,65,6,District,3074,1942768
12136,12136,Donald Flores,M,12th,Webb High School,91,74,6,District,3074,1942768
12137,12137,Nicholas Jacobs,M,11th,Webb High School,63,92,6,District,3074,1942768
12138,12138,Alexander Hampton,M,10th,Webb High School,85,86,6,District,3074,1942768
12139,12139,Julia Simmons,F,10th,Webb High School,72,99,6,District,3074,1942768
12140,12140,Ryan Parsons,M,10th,Webb High School,70,92,6,District,3074,1942768
12141,12141,Jacqueline Robinson,F,12th,Webb High School,80,85,6,District,3074,1942768
12142,12142,Sean Anderson,M,9th,Webb High School,75,83,6,District,3074,1942768
12143,12143,Joshua Lucero,M,11th,Webb High School,68,94,6,District,3074,1942768
12144,12144,Douglas Anderson,M,9th,Webb High School,55,75,6,District,3074,1942768
12145,12145,Cynthia Sloan,F,9th,Webb High School,91,74,6,District,3074,1942768
12146,12146,Wayne Morris,M,9th,Webb High School,78,74,6,District,3074,1942768
12147,12147,Jason Riley,M,9th,Webb High School,83,70,6,District,3074,1942768
12148,12148,Hunter Savage,M,9th,Webb High School,76,79,6,District,3074,1942768
12149,12149,Ronald Chase,M,11th,Webb High School,65,96,6,District,3074,1942768
12150,12150,Sarah May,F,11th,Webb High School,61,82,6,District,3074,1942768
12151,12151,Brian Mcintyre,M,11th,Webb High School,61,94,6,District,3074,1942768
12152,12152,Kim Mathews,F,9th,Webb High School,57,65,6,District,3074,1942768
12153,12153,Kimberly Bruce,F,11th,Webb High School,67,93,6,District,3074,1942768
12154,12154,John Perkins,M,10th,Webb High School,61,80,6,District,3074,1942768
12155,12155,Elizabeth Allen,F,10th,Webb High School,97,83,6,District,3074,1942768
12156,12156,Barbara Lambert,F,9th,Webb High School,59,67,6,District,3074,1942768
12157,12157,Chad Wood,M,12th,Webb High School,85,86,6,District,3074,1942768
12158,12158,Anthony Fitzgerald,M,11th,Webb High School,83,78,6,District,3074,1942768
12159,12159,Margaret Taylor,F,12th,Webb High School,80,94,6,District,3074,1942768
12160,12160,Jennifer Hobbs,F,12th,Webb High School,63,73,6,District,3074,1942768
12161,12161,Justin Flores,M,12th,Webb High School,69,64,6,District,3074,1942768
12162,12162,Jennifer Wade,F,11th,Webb High School,92,86,6,District,3074,1942768
12163,12163,Paula Kim,F,12th,Webb High School,99,94,6,District,3074,1942768
12164,12164,Mark Hubbard,M,10th,Webb High School,76,79,6,District,3074,1942768
12165,12165,Laura Oliver,F,10th,Webb High School,57,75,6,District,3074,1942768
12166,12166,Thomas Wilcox,M,12th,Webb High School,90,67,6,District,3074,1942768
12167,12167,Latoya Sanchez,F,9th,Webb High School,99,76,6,District,3074,1942768
12168,12168,Michael Long,M,9th,Webb High School,92,72,6,District,3074,1942768
12169,12169,Timothy Atkins,M,12th,Webb High School,81,77,6,District,3074,1942768
12170,12170,Kari Gomez,F,10th,Webb High School,67,88,6,District,3074,1942768
12171,12171,Eric Parker,M,12th,Webb High School,85,82,6,District,3074,1942768
12172,12172,Chris Reyes,M,10th,Webb High School,67,87,6,District,3074,1942768
12173,12173,Steven Schmidt,M,12th,Webb High School,67,99,6,District,3074,1942768
12174,12174,David Thomas,M,12th,Webb High School,94,89,6,District,3074,1942768
12175,12175,Darryl Kerr,M,9th,Webb High School,76,98,6,District,3074,1942768
12176,12176,Christopher Smith,M,9th,Webb High School,73,66,6,District,3074,1942768
12177,12177,Edgar Ramirez,M,10th,Webb High School,61,76,6,District,3074,1942768
12178,12178,Tanner Robinson,M,12th,Webb High School,88,77,6,District,3074,1942768
12179,12179,Kathleen Stafford,F,12th,Webb High School,98,87,6,District,3074,1942768
12180,12180,Sarah Phillips,F,11th,Webb High School,69,87,6,District,3074,1942768
12181,12181,Cindy Adams,F,10th,Webb High School,95,90,6,District,3074,1942768
12182,12182,Joseph Johnson,M,12th,Webb High School,71,67,6,District,3074,1942768
12183,12183,Brian Henderson,M,9th,Webb High School,55,70,6,District,3074,1942768
12184,12184,Randall Moore,M,10th,Webb High School,76,75,6,District,3074,1942768
12185,12185,Michael Vasquez,M,9th,Webb High School,64,75,6,District,3074,1942768
12186,12186,Alexandra Nelson,F,10th,Webb High School,55,93,6,District,3074,1942768
12187,12187,Tony Marshall,M,10th,Webb High School,86,97,6,District,3074,1942768
12188,12188,Kimberly Trujillo,F,10th,Webb High School,95,70,6,District,3074,1942768
12189,12189,Debra Neal,F,10th,Webb High School,57,65,6,District,3074,1942768
12190,12190,Mrs. Wendy Keith,F,11th,Webb High School,99,82,6,District,3074,1942768
12191,12191,Matthew Goodman,M,12th,Webb High School,59,94,6,District,3074,1942768
12192,12192,Cheryl Murphy,F,10th,Webb High School,84,94,6,District,3074,1942768
12193,12193,Angel Escobar,F,9th,Webb High School,84,73,6,District,3074,1942768
12194,12194,Amy Davis,F,12th,Webb High School,68,73,6,District,3074,1942768
12195,12195,Ryan Jones,M,11th,Webb High School,64,89,6,District,3074,1942768
12196,12196,Mary Hays,F,10th,Webb High School,63,79,6,District,3074,1942768
12197,12197,April Rodriguez,F,9th,Webb High School,91,68,6,District,3074,1942768
12198,12198,Stephanie Tran,F,9th,Webb High School,82,95,6,District,3074,1942768
12199,12199,Austin Gallagher,M,9th,Webb High School,92,83,6,District,3074,1942768
12200,12200,Gloria Hoffman,F,12th,Webb High School,55,80,6,District,3074,1942768
12201,12201,Ashley Peterson,F,12th,Webb High School,64,76,6,District,3074,1942768
12202,12202,Michael Mccann,M,9th,Webb High School,59,92,6,District,3074,1942768
12203,12203,Karen Pearson,F,9th,Webb High School,78,94,6,District,3074,1942768
12204,12204,Michaela Rivera,F,10th,Webb High School,85,68,6,District,3074,1942768
12205,12205,Kenneth Frank,M,12th,Webb High School,78,65,6,District,3074,1942768
12206,12206,Kevin Frazier,M,9th,Webb High School,88,73,6,District,3074,1942768
12207,12207,Victoria Jimenez,F,11th,Webb High School,68,94,6,District,3074,1942768
12208,12208,Dr. Kenneth Roman,M,12th,Webb High School,62,93,6,District,3074,1942768
12209,12209,David Stanton,M,11th,Webb High School,96,85,6,District,3074,1942768
12210,12210,Samuel Cohen,M,10th,Webb High School,60,71,6,District,3074,1942768
12211,12211,Bryan Hart,M,10th,Webb High School,84,73,6,District,3074,1942768
12212,12212,Timothy Lucas,M,10th,Webb High School,77,99,6,District,3074,1942768
12213,12213,Katherine Kim,F,11th,Webb High School,88,90,6,District,3074,1942768
12214,12214,Dustin Sharp,M,9th,Webb High School,63,69,6,District,3074,1942768
12215,12215,Kelly Miller,F,9th,Webb High School,66,69,6,District,3074,1942768
12216,12216,Emily Noble,F,9th,Webb High School,69,78,6,District,3074,1942768
12217,12217,Teresa Robertson,F,10th,Webb High School,73,68,6,District,3074,1942768
12218,12218,Katherine Webster,F,9th,Webb High School,87,76,6,District,3074,1942768
12219,12219,Travis Pena,M,10th,Webb High School,58,65,6,District,3074,1942768
12220,12220,Tina Kemp,F,10th,Webb High School,61,92,6,District,3074,1942768
12221,12221,Kevin Perkins,M,9th,Webb High School,56,66,6,District,3074,1942768
12222,12222,Justin Simmons V,M,12th,Webb High School,80,70,6,District,3074,1942768
12223,12223,Vanessa Wolfe,F,9th,Webb High School,63,67,6,District,3074,1942768
12224,12224,Mark Thomas,M,9th,Webb High School,77,77,6,District,3074,1942768
12225,12225,Kyle Alexander,M,9th,Webb High School,71,67,6,District,3074,1942768
12226,12226,Mark Welch,M,9th,Webb High School,98,83,6,District,3074,1942768
12227,12227,Kimberly Williams,F,12th,Webb High School,97,75,6,District,3074,1942768
12228,12228,Joseph Holloway,M,12th,Webb High School,83,95,6,District,3074,1942768
12229,12229,Aaron Daniel,M,12th,Webb High School,85,78,6,District,3074,1942768
12230,12230,Craig Mueller,M,9th,Webb High School,70,92,6,District,3074,1942768
12231,12231,Tiffany Herring,F,12th,Webb High School,61,72,6,District,3074,1942768
12232,12232,Seth Peterson,M,9th,Webb High School,81,95,6,District,3074,1942768
12233,12233,Jason Petersen,M,9th,Webb High School,80,91,6,District,3074,1942768
12234,12234,Jose Young,M,12th,Webb High School,92,90,6,District,3074,1942768
12235,12235,Diana Barrett,F,9th,Webb High School,70,75,6,District,3074,1942768
12236,12236,Michael Palmer,M,9th,Webb High School,80,83,6,District,3074,1942768
12237,12237,Elizabeth Wright,F,9th,Webb High School,90,82,6,District,3074,1942768
12238,12238,Donald Ruiz,M,11th,Webb High School,82,90,6,District,3074,1942768
12239,12239,Matthew Brooks,M,10th,Webb High School,80,67,6,District,3074,1942768
12240,12240,Kenneth Sanchez,M,12th,Webb High School,62,64,6,District,3074,1942768
12241,12241,Troy Flynn,M,11th,Webb High School,70,77,6,District,3074,1942768
12242,12242,Joanne Sanchez,F,11th,Webb High School,62,89,6,District,3074,1942768
12243,12243,Jeffery Shields,M,10th,Webb High School,55,80,6,District,3074,1942768
12244,12244,Elizabeth Mcdonald,F,11th,Webb High School,68,69,6,District,3074,1942768
12245,12245,Dalton Lewis,M,12th,Webb High School,59,86,6,District,3074,1942768
12246,12246,Grace Edwards,F,9th,Webb High School,97,88,6,District,3074,1942768
12247,12247,Peggy Burke,F,9th,Webb High School,62,97,6,District,3074,1942768
12248,12248,Tina Jackson,F,12th,Webb High School,60,79,6,District,3074,1942768
12249,12249,Cynthia Weaver,F,12th,Webb High School,59,67,6,District,3074,1942768
12250,12250,Sarah Stone,F,12th,Webb High School,82,69,6,District,3074,1942768
12251,12251,Joseph Schwartz,M,11th,Webb High School,87,98,6,District,3074,1942768
12252,12252,Alyssa Munoz,F,9th,Webb High School,57,98,6,District,3074,1942768
12253,12253,Michael Huff,M,10th,Webb High School,94,80,6,District,3074,1942768
12254,12254,Margaret Khan,F,12th,Webb High School,71,66,6,District,3074,1942768
12255,12255,Abigail Harvey,F,9th,Webb High School,92,92,6,District,3074,1942768
12256,12256,Jason Stewart,M,11th,Webb High School,64,67,6,District,3074,1942768
12257,12257,Crystal George,F,12th,Webb High School,92,65,6,District,3074,1942768
12258,12258,Megan Rhodes,F,9th,Webb High School,69,83,6,District,3074,1942768
12259,12259,Ann Smith,F,11th,Webb High School,99,70,6,District,3074,1942768
12260,12260,Kathryn Pitts,F,10th,Webb High School,89,72,6,District,3074,1942768
12261,12261,Tyler Robinson,M,12th,Webb High School,65,97,6,District,3074,1942768
12262,12262,Juan Huynh,M,9th,Webb High School,95,81,6,District,3074,1942768
12263,12263,Chase Rios,M,11th,Webb High School,60,83,6,District,3074,1942768
12264,12264,Margaret Flores,F,9th,Webb High School,77,87,6,District,3074,1942768
12265,12265,Jeff Mahoney,M,11th,Webb High School,73,99,6,District,3074,1942768
12266,12266,Lucas Martinez,M,11th,Webb High School,99,82,6,District,3074,1942768
12267,12267,Melissa Black,F,11th,Webb High School,57,87,6,District,3074,1942768
12268,12268,Anthony Mendez,M,9th,Webb High School,92,68,6,District,3074,1942768
12269,12269,Keith Hopkins,M,11th,Webb High School,78,92,6,District,3074,1942768
12270,12270,Stephanie Lindsey,F,9th,Webb High School,65,66,6,District,3074,1942768
12271,12271,Jessica Glover,F,10th,Webb High School,58,74,6,District,3074,1942768
12272,12272,Stacy Braun,F,10th,Webb High School,58,92,6,District,3074,1942768
12273,12273,Lisa Murphy,F,12th,Webb High School,60,75,6,District,3074,1942768
12274,12274,Matthew Graham,M,10th,Webb High School,80,69,6,District,3074,1942768
12275,12275,Kimberly Smith,F,10th,Webb High School,88,67,6,District,3074,1942768
12276,12276,Kathy Jackson,F,11th,Webb High School,72,85,6,District,3074,1942768
12277,12277,Colin Weaver,M,11th,Webb High School,67,91,6,District,3074,1942768
12278,12278,John Massey,M,11th,Webb High School,95,70,6,District,3074,1942768
12279,12279,James Cline,M,10th,Webb High School,58,64,6,District,3074,1942768
12280,12280,Christian Booth,M,11th,Webb High School,60,83,6,District,3074,1942768
12281,12281,Ricardo Howe,M,12th,Webb High School,60,66,6,District,3074,1942768
12282,12282,Christopher Nelson,M,9th,Webb High School,59,97,6,District,3074,1942768
12283,12283,Susan Scott,F,12th,Webb High School,66,89,6,District,3074,1942768
12284,12284,Cindy Wise,F,9th,Webb High School,76,93,6,District,3074,1942768
12285,12285,John Velasquez,M,10th,Webb High School,71,93,6,District,3074,1942768
12286,12286,David Jenkins,M,10th,Webb High School,55,80,6,District,3074,1942768
12287,12287,Nathaniel Nicholson,M,11th,Webb High School,67,97,6,District,3074,1942768
12288,12288,Anthony Collins,M,11th,Webb High School,74,80,6,District,3074,1942768
12289,12289,Amy Pace,F,12th,Webb High School,68,90,6,District,3074,1942768
12290,12290,Lindsey Dean,F,10th,Webb High School,57,65,6,District,3074,1942768
12291,12291,Jacob Byrd,M,10th,Webb High School,64,87,6,District,3074,1942768
12292,12292,Megan Dunn,F,10th,Webb High School,56,85,6,District,3074,1942768
12293,12293,Kelly Martin,F,12th,Webb High School,96,93,6,District,3074,1942768
12294,12294,Monique Martinez,F,11th,Webb High School,85,98,6,District,3074,1942768
12295,12295,David Sheppard,M,11th,Webb High School,58,90,6,District,3074,1942768
12296,12296,Brian Cook,M,10th,Webb High School,70,81,6,District,3074,1942768
12297,12297,Francisco Richard,M,10th,Webb High School,56,97,6,District,3074,1942768
12298,12298,Crystal Lozano,F,10th,Webb High School,82,64,6,District,3074,1942768
12299,12299,Jason Morris,M,10th,Webb High School,57,89,6,District,3074,1942768
12300,12300,Seth Johnson,M,10th,Webb High School,97,87,6,District,3074,1942768
12301,12301,Lawrence Mathews,M,9th,Webb High School,95,87,6,District,3074,1942768
12302,12302,Sean Martinez,M,10th,Webb High School,64,94,6,District,3074,1942768
12303,12303,Joseph Tyler,M,10th,Webb High School,67,89,6,District,3074,1942768
12304,12304,Karen Russell,F,11th,Webb High School,68,87,6,District,3074,1942768
12305,12305,Antonio Brown,M,12th,Webb High School,57,70,6,District,3074,1942768
12306,12306,Barry Baldwin,M,10th,Webb High School,77,98,6,District,3074,1942768
12307,12307,Mary Klein,F,11th,Webb High School,69,98,6,District,3074,1942768
12308,12308,Debra Jones,F,12th,Webb High School,97,77,6,District,3074,1942768
12309,12309,Bridget Holmes,F,9th,Webb High School,64,98,6,District,3074,1942768
12310,12310,Russell Curtis,M,9th,Webb High School,96,66,6,District,3074,1942768
