student_name,gender,grade,school_name,type,reading_score,math_score
Mary Sanchez,F,9th,Webb High School,District,78,64
Grace Garrison,F,10th,Webb High School,District,70,70
Dennis Hoover,M,9th,Webb High School,District,98,99
Haley Ali,F,12th,Webb High School,District,86,98
Christopher Garza,M,11th,Webb High School,District,56,87
Michelle Gonzales,F,12th,Webb High School,District,88,65
Erin Jensen,F,12th,Webb High School,District,65,86
Elizabeth Reyes,F,9th,Webb High School,District,80,68
Brittany Robinson,F,10th,Webb High School,District,59,79
Andrea Nelson,F,10th,Webb High School,District,55,99
Colton Webb,M,10th,Webb High School,District,66,88
Alexis Le,F,10th,Webb High School,District,65,68
Taylor Villarreal,F,9th,Webb High School,District,87,66
Amy Rojas,F,9th,Webb High School,District,88,77
Anna Garner,F,9th,Webb High School,District,88,75
Dawn Little,F,10th,Webb High School,District,73,84
Ronald Rivera,M,12th,Webb High School,District,84,69
Jenny Melton,F,10th,Webb High School,District,92,85
Caitlyn Phillips,F,10th,Webb High School,District,68,67
Nicholas Singleton,M,9th,Webb High School,District,60,64
Betty Williams,F,9th,Webb High School,District,94,81
Carlos Perry,M,9th,Webb High School,District,91,94
Ellen Mcdonald,F,12th,Webb High School,District,79,64
Michelle Elliott,F,10th,Webb High School,District,86,80
Linda Nguyen,F,11th,Webb High School,District,70,77
Angela Swanson,F,12th,Webb High School,District,75,76
Susan Jackson,F,11th,Webb High School,District,90,99
Charles Moore,M,11th,Webb High School,District,79,65
Alicia Rowe,F,12th,Webb High School,District,56,77
Kristin Hicks,F,12th,Webb High School,District,98,91
Danielle Riley,F,9th,Webb High School,District,90,69
Eugene Carson,M,10th,Webb High School,District,71,86
Gregory Newman,M,12th,Webb High School,District,99,98
Jeremiah Rodriguez,M,9th,Webb High School,District,82,74
Tammy Mason,F,10th,Webb High School,District,99,96
Andre Robertson,M,11th,Webb High School,District,69,77
Frank Cortez,M,9th,Webb High School,District,69,75
Duane Harris,M,11th,Webb High School,District,97,80
Regina Roberts,F,10th,Webb High School,District,68,82
April Wagner,F,11th,Webb High School,District,77,87
Christopher Marsh,M,9th,Webb High School,District,55,91
Erica Peters,F,10th,Webb High School,District,55,70
Antonio Jones,M,9th,Webb High School,District,79,77
Gwendolyn Smith,F,12th,Webb High School,District,69,94
Luis Butler,M,9th,Webb High School,District,60,74
Bethany Peters,F,10th,Webb High School,District,89,70
Timothy Carlson,M,12th,Webb High School,District,57,87
Brittany Andrews,F,10th,Webb High School,District,91,70
Janet Washington,F,11th,Webb High School,District,96,81
Ray Garcia,M,10th,Webb High School,District,62,99
Emma West,F,11th,Webb High School,District,83,87
Robert Newton,M,10th,Webb High School,District,75,70
John Hall,M,10th,Webb High School,District,99,93
Stephanie Ruiz,F,9th,Webb High School,District,56,68
Steven Gallegos,M,11th,Webb High School,District,79,73
Crystal Turner,F,11th,Webb High School,District,86,73
Lisa Jimenez,F,10th,Webb High School,District,65,76
Terry Ellis,M,12th,Webb High School,District,64,82
Christina Murray,F,11th,Webb High School,District,80,72
Beth Clark,F,10th,Webb High School,District,80,67
John Andrews,M,12th,Webb High School,District,65,84
Emily Estes,F,9th,Webb High School,District,63,83
Julie Cohen,F,12th,Webb High School,District,95,76
Laura Valdez,F,9th,Webb High School,District,78,83
Amanda Eaton,F,12th,Webb High School,District,98,72
Danielle Jones,F,12th,Webb High School,District,61,77
Judy Estes,F,9th,Webb High School,District,92,64
Michael Burke,M,9th,Webb High School,District,85,84
Karen Horne,F,10th,Webb High School,District,71,92
Victoria Tran,F,9th,Webb High School,District,74,81
Philip Stevens,M,12th,Webb High School,District,84,67
Dan Mcpherson,M,11th,Webb High School,District,91,96
Jeremiah Franklin,M,10th,Webb High School,District,93,69
Ethan Weaver,M,11th,Webb High School,District,90,73
Alisha Brown,F,10th,Webb High School,District,75,79
Kevin Horton,M,10th,Webb High School,District,65,85
Mary Bradley,F,10th,Webb High School,District,84,90
Laura Zuniga,F,11th,Webb High School,District,85,83
Shannon Thompson,F,9th,Webb High School,District,92,88
John Jordan,M,9th,Webb High School,District,63,84
Amanda Navarro,F,12th,Webb High School,District,87,89
Adrienne Young,F,9th,Webb High School,District,88,72
John Khan,M,10th,Webb High School,District,74,71
Cassandra Oliver,F,10th,Webb High School,District,72,82
Jay Hanson,M,9th,Webb High School,District,82,70
Laura Lopez,F,10th,Webb High School,District,80,94
Laura Glover,F,12th,Webb High School,District,58,80
Kayla Mccoy,F,12th,Webb High School,District,93,74
Paula Owens,F,10th,Webb High School,District,79,71
Lori Wood,F,11th,Webb High School,District,96,74
Christine Johnson DVM,F,10th,Webb High School,District,99,69
Timothy Palmer,M,9th,Webb High School,District,79,74
Dillon Ray,M,11th,Webb High School,District,69,65
Kimberly Lawrence,F,10th,Webb High School,District,85,71
Mr. Donald Ramos,M,12th,Webb High School,District,64,91
Donald Luna,M,10th,Webb High School,District,83,83
Sydney Weber,F,10th,Webb High School,District,69,87
Andrew Taylor,M,10th,Webb High School,District,99,79
Sharon Patterson,F,12th,Webb High School,District,55,87
John Torres,M,12th,Webb High School,District,70,79
Catherine Ramos,F,11th,Webb High School,District,57,75
Jose Henderson Jr.,M,9th,Webb High School,District,86,79
Michael Lawson,M,12th,Webb High School,District,83,97
Bruce Reyes,M,9th,Webb High School,District,81,77
Christopher Campbell,M,11th,Webb High School,District,60,72
Jonathan Jones,M,12th,Webb High School,District,87,84
Anna Aguilar,F,10th,Webb High School,District,69,91
John Carr,M,11th,Webb High School,District,77,65
Sierra Perez,F,9th,Webb High School,District,96,95
Brittany Vargas,F,10th,Webb High School,District,72,67
Victoria Wiley,F,10th,Webb High School,District,83,97
Daniel Hill,M,11th,Webb High School,District,67,75
Joshua Lee,M,9th,Webb High School,District,86,98
Ashley Johnson,F,11th,Webb High School,District,90,68
Donna Parker,F,9th,Webb High School,District,66,92
Anna Mays,F,10th,Webb High School,District,57,67
Brian Johnson,M,10th,Webb High School,District,70,92
Mitchell Smith,M,11th,Webb High School,District,75,78
Rebecca Rios,F,9th,Webb High School,District,98,79
Peggy Adams,F,11th,Webb High School,District,77,75
Troy Garcia,M,10th,Webb High School,District,78,98
Kevin Daniel,M,11th,Webb High School,District,62,76
Mark Brown,M,12th,Webb High School,District,75,78
Mark Porter,M,9th,Webb High School,District,56,91
Yolanda Gillespie,F,10th,Webb High School,District,85,87
Karen Coleman,F,10th,Webb High School,District,77,92
David Chaney,M,10th,Webb High School,District,97,88
Candice Price,F,10th,Webb High School,District,87,77
Tammy Solis,F,12th,Webb High School,District,56,66
Devin Simmons,M,9th,Webb High School,District,83,96
Benjamin Davis,M,12th,Webb High School,District,81,92
Kimberly Brady,F,12th,Webb High School,District,90,86
Aaron Cox,M,10th,Webb High School,District,80,88
Michael Todd,M,11th,Webb High School,District,70,80
Michelle Ray,F,9th,Webb High School,District,92,83
Erik Jones,M,9th,Webb High School,District,59,74
Amanda Simmons,F,12th,Webb High School,District,79,90
Deborah Peck,F,9th,Webb High School,District,93,92
Charles Christian,M,12th,Webb High School,District,73,65
Mercedes Wang,F,11th,Webb High School,District,96,97
Kevin Gallegos Jr.,M,12th,Webb High School,District,91,87
Joanna Davidson,F,10th,Webb High School,District,97,92
Gary Salinas,M,9th,Webb High School,District,56,75
Renee Nichols,F,11th,Webb High School,District,81,69
Jamie Wells,M,10th,Webb High School,District,85,66
Dennis Walker,M,10th,Webb High School,District,99,92
Mallory Martin,F,10th,Webb High School,District,70,81
Ronald Compton,M,11th,Webb High School,District,69,66
Lisa Miller,F,11th,Webb High School,District,73,75
Ashley Dominguez,F,12th,Webb High School,District,59,84
Stephen Carson,M,12th,Webb High School,District,71,87
Erik Chang,M,10th,Webb High School,District,56,74
David Jones,M,10th,Webb High School,District,63,80
Jane Solis,F,9th,Webb High School,District,72,67
Pamela Clark,F,9th,Webb High School,District,94,90
Edgar Macias,M,9th,Webb High School,District,79,75
Christopher Foley,M,9th,Webb High School,District,82,78
Caitlyn Shepard,F,9th,Webb High School,District,72,68
Mrs. Kelsey Flores,F,10th,Webb High School,District,57,91
Amy West,F,10th,Webb High School,District,95,97
Mark Gonzales,M,12th,Webb High School,District,93,92
Kevin Young,M,10th,Webb High School,District,79,95
James Holloway,M,10th,Webb High School,District,70,86
Peter Turner,M,11th,Webb High School,District,84,98
Colleen Gutierrez,F,10th,Webb High School,District,63,74
Mr. Kenneth Weber,M,12th,Webb High School,District,81,74
Michael Webb,M,12th,Webb High School,District,70,66
David Holden,M,10th,Webb High School,District,98,65
Mary Adams,F,10th,Webb High School,District,81,76
Julie Walton,F,11th,Webb High School,District,83,69
Jessica Lindsey,F,11th,Webb High School,District,68,96
Brian Thomas,M,12th,Webb High School,District,98,91
Cynthia White,F,10th,Webb High School,District,86,98
Heather Good,F,9th,Webb High School,District,88,92
Kimberly Parker,F,11th,Webb High School,District,58,74
Chad Kline,M,11th,Webb High School,District,79,66
Megan Ellis,F,12th,Webb High School,District,72,66
David Haney Jr.,M,11th,Webb High School,District,61,97
Sarah Wallace,F,10th,Webb High School,District,81,82
Stephen Snyder,M,11th,Webb High School,District,75,95
Craig Shelton,M,12th,Webb High School,District,97,64
Erik Smith,M,12th,Webb High School,District,59,66
Alice Nguyen,F,12th,Webb High School,District,69,96
Adam Howard,M,11th,Webb High School,District,58,64
Edward Green,M,10th,Webb High School,District,98,82
Alexander Randolph,M,11th,Webb High School,District,63,89
Steven Hicks,M,10th,Farmer High School,District,63,82
Adrian George,M,10th,Farmer High School,District,84,64
Anne Young,F,12th,Farmer High School,District,78,83
Roger Patterson,M,9th,Farmer High School,District,93,98
Dr. Cynthia Johnson,F,11th,Farmer High School,District,57,89
Larry Reid,M,11th,Farmer High School,District,70,65
Mariah Perkins,F,10th,Farmer High School,District,66,98
Joseph Howard,M,12th,Farmer High School,District,73,77
Gary White,M,12th,Farmer High School,District,91,68
Marissa Hays,F,12th,Farmer High School,District,89,88
Pamela Graves,F,11th,Farmer High School,District,58,92
Sabrina Robinson,F,10th,Farmer High School,District,70,79
Stephanie Davis,F,12th,Farmer High School,District,55,73
Johnny Clark,M,11th,Farmer High School,District,79,99
Robert Ruiz,M,9th,Farmer High School,District,78,97
Ashlee Murray,F,11th,Farmer High School,District,86,76
Ruben Blackwell,M,12th,Farmer High School,District,91,72
Emma Sanchez,F,12th,Farmer High School,District,86,64
Melissa Moore,F,10th,Farmer High School,District,61,82
Joseph Baker,M,9th,Farmer High School,District,89,91
Katie Guerrero,F,12th,Farmer High School,District,83,86
Randy Peters,M,12th,Farmer High School,District,66,65
Autumn Middleton,F,9th,Farmer High School,District,75,94
Jimmy Robles,M,12th,Farmer High School,District,65,88
Steve Delgado,M,12th,Farmer High School,District,82,94
Michael Roach,M,10th,Farmer High School,District,65,82
Thomas Davis,M,10th,Farmer High School,District,64,90
Paul Carey,M,9th,Farmer High School,District,70,87
Pamela Simmons,F,12th,Farmer High School,District,69,95
Danielle Rodriguez,F,12th,Farmer High School,District,87,89
Holly Campbell,F,9th,Farmer High School,District,93,96
Anthony Arnold,M,12th,Farmer High School,District,83,89
Willie Soto,M,10th,Farmer High School,District,65,96
Teresa Clark,F,11th,Farmer High School,District,85,77
Amy Mooney,F,9th,Farmer High School,District,65,99
Sara Barker,F,9th,Farmer High School,District,89,65
Terri Aguirre,F,11th,Farmer High School,District,84,66
Gregory Rogers,M,12th,Farmer High School,District,67,65
Robin Garcia,F,12th,Farmer High School,District,64,67
Michael Owens,M,11th,Farmer High School,District,67,74
Micheal Skinner,M,10th,Farmer High School,District,68,92
Carol Silva,F,10th,Farmer High School,District,82,87
Valerie Lang,F,11th,Farmer High School,District,66,74
Rachel Wells,F,11th,Farmer High School,District,62,64
Brenda Lowery,F,9th,Farmer High School,District,99,73
Stephanie Crawford,F,10th,Farmer High School,District,73,90
Amber Castillo,F,12th,Farmer High School,District,71,64
Christopher Hamilton,M,11th,Farmer High School,District,60,77
Michael Bryant,M,10th,Farmer High School,District,73,64
Larry Olsen,M,10th,Farmer High School,District,61,70
Laurie Nelson,F,11th,Farmer High School,District,71,67
Joseph Patterson,M,12th,Farmer High School,District,76,72
Phillip Riley,M,9th,Farmer High School,District,95,74
Tracy Barnes,F,9th,Farmer High School,District,87,73
Christopher Wu,M,10th,Farmer High School,District,70,80
Dr. Maria Hansen,F,9th,Farmer High School,District,71,83
Dennis Orr,M,10th,Farmer High School,District,85,73
Lisa Cabrera,F,10th,Farmer High School,District,76,88
Laura Jordan,F,11th,Farmer High School,District,66,83
Angela Diaz,F,10th,Farmer High School,District,68,69
Michael Sanders,M,12th,Farmer High School,District,62,93
James Martinez,M,12th,Farmer High School,District,79,89
Jennifer Scott,F,11th,Farmer High School,District,56,73
Megan Romero,F,10th,Farmer High School,District,63,94
Katherine Lee,F,10th,Farmer High School,District,71,79
Patricia Peterson,F,9th,Farmer High School,District,64,95
Danielle White,F,9th,Farmer High School,District,78,77
Joseph Middleton,M,12th,Farmer High School,District,77,80
William Castro,M,9th,Farmer High School,District,77,80
Bryan Nunez,M,10th,Farmer High School,District,99,80
Christopher Kent,M,9th,Farmer High School,District,73,67
Tiffany Vasquez,F,11th,Farmer High School,District,82,69
Michael Bennett,M,12th,Farmer High School,District,63,77
Andrew Atkinson,M,12th,Farmer High School,District,77,86
Bill Lawson,M,10th,Farmer High School,District,92,83
Melissa Herrera,F,9th,Farmer High School,District,58,85
Robert Doyle,M,10th,Farmer High School,District,76,88
Kristen Rose,F,11th,Farmer High School,District,81,91
Timothy Patel,M,11th,Farmer High School,District,82,65
William Little,M,9th,Farmer High School,District,83,79
Latasha Parrish,F,11th,Farmer High School,District,96,95
Richard Hobbs,M,9th,Farmer High School,District,74,78
Christine Valdez,F,10th,Farmer High School,District,64,64
Shirley Shannon,F,11th,Farmer High School,District,64,83
David Russell,M,11th,Farmer High School,District,72,94
Charles Bryan,M,10th,Farmer High School,District,98,76
Melanie Guzman,F,9th,Farmer High School,District,88,77
Marilyn Burgess,F,10th,Farmer High School,District,99,77
Jacob Kelley,M,9th,Farmer High School,District,91,79
Laura Mcclure,F,12th,Farmer High School,District,87,95
Ronnie Krause,M,9th,Farmer High School,District,58,93
Jennifer Fleming,F,10th,Farmer High School,District,84,75
Lindsay Smith,F,10th,Farmer High School,District,90,67
Christopher Hampton,M,12th,Farmer High School,District,86,69
Matthew Harris,M,12th,Farmer High School,District,98,74
Pamela Mejia,F,9th,Farmer High School,District,59,96
Felicia Parks,F,11th,Farmer High School,District,93,64
Kevin Snyder,M,12th,Farmer High School,District,64,99
Steven Mitchell,M,9th,Farmer High School,District,82,83
Jessica Carter,F,9th,Farmer High School,District,91,98
Brittany Jones MD,F,12th,Farmer High School,District,85,72
Rachel Dickerson,F,12th,Farmer High School,District,66,73
Timothy Hunt,M,12th,Farmer High School,District,85,64
Kristy Herring,F,12th,Farmer High School,District,79,72
Jonathan Castillo MD,M,9th,Farmer High School,District,61,84
Adrian Sherman,M,12th,Farmer High School,District,56,70
Bob Coleman,M,9th,Farmer High School,District,78,73
Mrs. Amy Santana DDS,F,10th,Farmer High School,District,83,87
Lance Moreno,M,12th,Farmer High School,District,84,74
Vanessa Hernandez,F,9th,Farmer High School,District,81,67
Mindy Cooper,F,10th,Farmer High School,District,93,74
Michael Taylor,M,10th,Farmer High School,District,94,70
Christine Dougherty,F,12th,Farmer High School,District,67,75
Carly Williams,F,12th,Farmer High School,District,78,67
Andre Taylor,M,10th,Farmer High School,District,57,83
Ashley Hamilton,F,12th,Farmer High School,District,70,78
Brian Robinson,M,9th,Farmer High School,District,96,84
Madison Parsons,F,11th,Farmer High School,District,80,64
Pamela Adams,F,12th,Farmer High School,District,90,79
Brian Evans,M,9th,Farmer High School,District,91,71
Deborah Nguyen,F,12th,Farmer High School,District,79,77
John Peterson,M,10th,Farmer High School,District,59,88
Michelle Lewis,F,10th,Farmer High School,District,87,88
Melissa Martinez,F,12th,Farmer High School,District,96,69
William Martin,M,10th,Farmer High School,District,82,95
Kayla Garcia,F,9th,Farmer High School,District,62,89
Bryan Ryan,M,12th,Farmer High School,District,93,94
Thomas Shaffer,M,9th,Farmer High School,District,80,98
Jennifer Smith,F,11th,Farmer High School,District,83,87
Eddie Ruiz,M,9th,Farmer High School,District,94,97
Nathan Taylor,M,9th,Farmer High School,District,91,79
Herbert Dawson,M,11th,Farmer High School,District,65,94
Carly Tucker,F,10th,Farmer High School,District,56,92
Amanda White,F,11th,Farmer High School,District,94,86
Beth Richardson,F,9th,Farmer High School,District,96,85
Derrick Collins,M,10th,Farmer High School,District,93,81
Eric Peters,M,12th,Farmer High School,District,95,98
Dr. Steven Dyer,M,10th,Farmer High School,District,83,77
David Mendoza,M,9th,Farmer High School,District,81,67
Kelsey Higgins,F,9th,Farmer High School,District,82,89
Mary Espinoza,F,11th,Farmer High School,District,58,64
Elizabeth Roman,F,9th,Farmer High School,District,77,65
Kimberly Everett,F,12th,Farmer High School,District,68,79
Rebecca Brown,F,9th,Farmer High School,District,78,72
Katie Richards,F,12th,Farmer High School,District,93,84
Theresa Johnson,F,11th,Farmer High School,District,66,88
Willie Hamilton,M,10th,Farmer High School,District,67,81
Adrian Sullivan,M,10th,Farmer High School,District,90,93
Laura Schaefer,F,12th,Farmer High School,District,75,71
Mark Stephens,M,9th,Farmer High School,District,67,70
Diane Powell,F,12th,Farmer High School,District,57,75
Jennifer Aguilar,F,12th,Farmer High School,District,60,96
Mrs. Jennifer Sanders,F,11th,Farmer High School,District,91,72
Margaret Mccarthy MD,F,9th,Farmer High School,District,64,87
Veronica Parsons,F,12th,Farmer High School,District,63,69
Charles Edwards,M,10th,Farmer High School,District,86,90
Breanna Snyder,F,10th,Farmer High School,District,95,74
Brandy Sharp,F,9th,Farmer High School,District,91,67
Taylor Hopkins,F,10th,Farmer High School,District,86,78
Joshua Crosby,M,11th,Farmer High School,District,68,72
Joseph Shaffer,M,11th,Farmer High School,District,61,96
Sonya Mitchell,F,9th,Farmer High School,District,99,94
Ray Gomez,M,12th,Farmer High School,District,70,86
David Macias,M,9th,Farmer High School,District,76,90
Eric Beasley,M,10th,Farmer High School,District,77,73
Amy Figueroa,F,9th,Farmer High School,District,84,76
Jennifer Ward,F,9th,Farmer High School,District,81,71
Patricia Bautista,F,10th,Farmer High School,District,61,81
Sydney Gray,F,12th,Farmer High School,District,67,85
Stephanie Rose,F,11th,Farmer High School,District,87,84
Lauren Vega,F,10th,Farmer High School,District,65,99
Pamela Woods,F,9th,Farmer High School,District,66,96
Melissa Espinoza,F,11th,Farmer High School,District,56,72
Steven Perry,M,11th,Farmer High School,District,70,93
Gary Castillo,M,11th,Farmer High School,District,83,84
Carrie Castillo,F,11th,Farmer High School,District,63,68
Elizabeth White,F,10th,Farmer High School,District,77,74
Robert Reynolds,M,9th,Farmer High School,District,92,93
Robin Nelson,F,11th,Farmer High School,District,76,74
Lucas Jones,M,12th,Farmer High School,District,82,94
Deanna Smith,F,9th,Farmer High School,District,70,87
Nicole Nunez,F,11th,Farmer High School,District,81,87
Joshua Garcia,M,10th,Farmer High School,District,70,77
Shane Morris,M,10th,Farmer High School,District,87,64
Caitlin Harrison,F,11th,Farmer High School,District,84,79
Susan Smith,F,10th,Farmer High School,District,66,99
Michael Miller,M,9th,Farmer High School,District,97,66
Jerry Smith,M,10th,Farmer High School,District,60,84
Janice Gilmore,F,12th,Farmer High School,District,84,89
Guy Ball,M,10th,Farmer High School,District,98,82
Yolanda Ware,F,10th,Farmer High School,District,57,95
Susan Oneill,F,12th,Farmer High School,District,61,81
John Lee,M,11th,Farmer High School,District,76,94
Matthew Cole,M,11th,Farmer High School,District,69,75
Jordan Hardy,M,10th,Farmer High School,District,78,84
Margaret Meyer,F,12th,Farmer High School,District,93,81
Shannon Allen,F,11th,Farmer High School,District,89,75
Jessica Brown,F,9th,Farmer High School,District,68,68
Kenneth Oliver,M,9th,Farmer High School,District,70,64
Melissa Walker,F,12th,Farmer High School,District,73,85
Eric West,M,12th,Farmer High School,District,67,81
James Townsend,M,10th,Farmer High School,District,82,67
Dr. Jamie Ritter MD,F,10th,Farmer High School,District,82,68
Kelly Keller,F,9th,Farmer High School,District,79,66
Paul Hooper,M,12th,Farmer High School,District,75,68
Melinda Walton,F,9th,Farmer High School,District,61,83
Richard Maxwell,M,12th,Farmer High School,District,84,79
Jennifer Sanchez,F,12th,Farmer High School,District,92,99
Isaiah Ramirez,M,9th,Farmer High School,District,99,70
Brianna Chan,F,11th,Farmer High School,District,87,93
Rachel Jones,F,11th,Farmer High School,District,77,93
Candace Scott,F,12th,Farmer High School,District,87,87
John Carter,M,12th,Farmer High School,District,55,77
Megan Myers,F,10th,Farmer High School,District,70,91
Micheal Quinn,M,11th,Farmer High School,District,69,90
Denise Roberts,F,12th,Farmer High School,District,96,82
David Bradley,M,12th,Farmer High School,District,77,69
Margaret English,F,11th,Farmer High School,District,65,79
Debra Suarez,F,10th,Farmer High School,District,78,86
Matthew Williams,M,10th,Farmer High School,District,65,71
Nancy Richards,F,9th,Farmer High School,District,64,87
Austin Petty,M,11th,Farmer High School,District,59,80
Kylie Sanchez,F,11th,Farmer High School,District,82,95
Jessica Dillon,F,9th,Farmer High School,District,97,94
Kevin Parker,M,11th,Farmer High School,District,83,65
Teresa Lopez,F,9th,Farmer High School,District,84,94
Richard West,M,9th,Farmer High School,District,90,83
Christopher Gonzalez,M,12th,Farmer High School,District,71,64
Samantha Marquez,F,9th,Farmer High School,District,99,66
Elizabeth Colon,F,12th,Farmer High School,District,59,76
Tyler Paul,M,12th,Farmer High School,District,98,79
Michael Pittman,M,12th,Farmer High School,District,86,83
Whitney Herrera,F,9th,Farmer High School,District,84,75
Jennifer Nguyen MD,F,9th,Farmer High School,District,57,71
Megan Stein,F,9th,Farmer High School,District,78,71
Paula Levine,F,11th,Farmer High School,District,60,73
Jason Lyons,M,10th,Farmer High School,District,99,65
Dana Ramos,F,12th,Farmer High School,District,80,64
Heidi Smith,F,11th,Farmer High School,District,68,82
Dana Mitchell,F,9th,Farmer High School,District,86,70
Jason Martin,M,12th,Farmer High School,District,75,72
Joanna Francis,F,10th,Farmer High School,District,57,71
Benjamin Dyer,M,9th,Farmer High School,District,65,96
Connor Camacho,M,9th,Farmer High School,District,65,72
Sydney Maxwell,F,12th,Farmer High School,District,59,85
Joseph Mcdaniel,M,11th,Farmer High School,District,93,65
Lisa Jones,F,11th,Farmer High School,District,90,93
Nichole Dalton,F,11th,Farmer High School,District,94,75
David Lewis,M,10th,Farmer High School,District,85,81
Kevin Dalton,M,10th,Farmer High School,District,65,88
Joshua Wright,M,9th,Farmer High School,District,76,65
Sonya Gonzalez,F,10th,Farmer High School,District,90,96
Amanda Sellers,F,11th,Farmer High School,District,71,70
Richard Barnes,M,11th,Farmer High School,District,65,87
Maria Carpenter,F,10th,Farmer High School,District,80,87
Paula Sanchez,F,10th,Farmer High School,District,91,90
Michael Pennington,M,9th,Farmer High School,District,72,69
Melissa Green,F,10th,Farmer High School,District,80,77
Tina Jenkins,F,10th,Farmer High School,District,76,87
Sarah Blankenship,F,12th,Farmer High School,District,85,82
Michael Munoz,M,10th,Farmer High School,District,71,76
Leroy Smith,M,12th,Farmer High School,District,73,73
Vanessa Dixon,F,10th,Farmer High School,District,89,83
Miss Erika Pena,F,9th,Farmer High School,District,79,97
Kristen Rodgers,F,11th,Farmer High School,District,71,95
James Stanton,M,11th,Farmer High School,District,65,98
Kelly Watson,F,10th,Farmer High School,District,73,66
Pamela Miller,F,9th,Farmer High School,District,89,83
Megan Turner,F,10th,Farmer High School,District,75,85
James Sanchez,M,10th,Farmer High School,District,65,96
Christopher Hall,M,10th,Farmer High School,District,76,99
Timothy Woods,M,11th,Farmer High School,District,61,89
Karen Lee,F,10th,Farmer High School,District,71,94
Angela Gomez,F,11th,Farmer High School,District,95,95
April Garrett,F,11th,Farmer High School,District,89,81
Chad Craig,M,9th,Farmer High School,District,94,68
Travis Crawford,M,10th,Farmer High School,District,77,97
Cynthia Perez,F,10th,Farmer High School,District,70,77
Kimberly Johnson,F,12th,Farmer High School,District,88,64
Rachel Galvan,F,9th,Farmer High School,District,95,93
Gail Joseph,F,10th,Farmer High School,District,76,78
Marcus Roberts,M,10th,Farmer High School,District,57,90
Robin Archer,F,10th,Farmer High School,District,72,88
Marisa Ortiz,F,10th,Farmer High School,District,71,74
Amanda Hall,F,10th,Farmer High School,District,98,90
Leslie Davis,F,11th,Farmer High School,District,68,90
Melanie Vargas,F,9th,Farmer High School,District,63,99
Mr. Christopher Marsh,M,9th,Farmer High School,District,86,67
Paul Erickson,M,11th,Farmer High School,District,66,89
Shannon Campbell,F,9th,Farmer High School,District,63,66
Jacob Richard,M,11th,Farmer High School,District,80,87
Fernando Tate,M,9th,Farmer High School,District,95,84
Christina Anderson,F,12th,Farmer High School,District,76,91
Vanessa Floyd,F,9th,Farmer High School,District,84,85
Cassandra Gilbert,F,12th,Farmer High School,District,66,82
Jasmine Nixon,F,9th,Farmer High School,District,75,95
Catherine Garcia,F,9th,Farmer High School,District,80,69
Sara Johnson,F,10th,Farmer High School,District,75,68
Timothy Horton,M,11th,Farmer High School,District,83,90
Jose Austin,M,11th,Farmer High School,District,74,74
Edwin Howard,M,10th,Farmer High School,District,71,88
Christopher Henderson,M,9th,Farmer High School,District,80,84
Ethan Campbell,M,12th,Farmer High School,District,82,82
Christopher Sanchez,M,10th,Farmer High School,District,96,65
Heather Wilson,F,10th,Farmer High School,District,69,97
Brian Warren,M,12th,Farmer High School,District,61,89
Timothy Murray,M,9th,Farmer High School,District,92,84
Ashley Jordan,F,12th,Farmer High School,District,86,81
Timothy Chan MD,M,9th,Farmer High School,District,68,86
Robert Edwards,M,10th,Farmer High School,District,89,81
Marvin Diaz,M,11th,Farmer High School,District,75,75
Joshua Hawkins,M,11th,Farmer High School,District,92,67
Thomas Schneider,M,12th,Farmer High School,District,86,79
Charles Maxwell,M,11th,Farmer High School,District,90,76
Carla Vaughan,F,9th,Farmer High School,District,75,66
Jeff Torres,M,11th,Farmer High School,District,70,71
Alyssa Barker,F,12th,Farmer High School,District,68,79
Jason Zimmerman,M,11th,Farmer High School,District,77,99
Jennifer Harrison,F,12th,Farmer High School,District,85,95
Theresa Wong,F,11th,Farmer High School,District,93,89
Michael Obrien,M,11th,Farmer High School,District,67,90
Jared Anderson,M,10th,Farmer High School,District,66,78
Gary Baker,M,12th,Farmer High School,District,98,87
Nicholas Webb,M,9th,Farmer High School,District,94,95
Michael Williams,M,12th,Farmer High School,District,83,89
Diana Sawyer,F,11th,Farmer High School,District,61,76
Joe Jacobs,M,10th,Farmer High School,District,66,80
James Parker,M,12th,Farmer High School,District,98,69
Mr. Michael Taylor,M,9th,Farmer High School,District,82,70
Tiffany Alexander,F,10th,Farmer High School,District,76,78
Kimberly Patterson,F,11th,Farmer High School,District,68,85
Michael Jennings,M,12th,Farmer High School,District,55,97
Marcus Fields,M,11th,Farmer High School,District,83,76
Jeffery Wright,M,9th,Farmer High School,District,78,73
Eric Mccann,M,12th,Farmer High School,District,81,75
Cody Leonard,M,9th,Farmer High School,District,74,82
Rita Smith,F,9th,Farmer High School,District,92,88
Cynthia White,F,12th,Farmer High School,District,77,96
Karen Haas,F,10th,Farmer High School,District,61,77
Lisa Griffin,F,10th,Farmer High School,District,65,80
Jody Waters,F,11th,Farmer High School,District,92,84
Joshua Yates,M,12th,Farmer High School,District,66,70
Jessica Flores,F,11th,Farmer High School,District,68,70
Melanie Nunez,F,9th,Farmer High School,District,83,75
Nancy Andrade,F,9th,Farmer High School,District,63,74
Pamela Brown,F,9th,Farmer High School,District,84,97
Ralph Mitchell,M,10th,Farmer High School,District,71,97
Jessica Santana,F,10th,Farmer High School,District,77,83
John Parker,M,12th,Farmer High School,District,55,83
Michelle Rosales,F,12th,Farmer High School,District,78,72
